@relation 'table_train-weka.filters.unsupervised.attribute.Remove-R1-2,6-11,14'

@attribute u numeric
@attribute g numeric
@attribute r numeric
@attribute class {STAR,GALAXY,QSO}
@attribute redshift numeric

@data
0.265234,0.242691,0.209845,STAR,-0.368635
0.381571,1.473838,1.704316,QSO,3.257698
1.045765,0.191567,-0.307181,GALAXY,-0.066728
0.352628,1.380848,1.794734,QSO,5.220662
0.612363,0.779373,0.517789,GALAXY,-0.016983
1.116922,0.568501,0.21863,GALAXY,-0.238765
-1.194186,-0.931679,-0.728216,STAR,-0.370771
-0.322765,0.717982,1.254922,QSO,1.196744
1.004732,0.779628,0.684802,STAR,-0.367577
0.071075,0.438927,0.647724,STAR,-0.36748
1.071019,0.987811,0.753244,GALAXY,-0.079553
-0.23167,-0.178522,-1.083746,GALAXY,-0.039316
0.155805,0.085004,-0.142513,GALAXY,0.087596
0.9542,0.71119,0.372809,GALAXY,0.045494
0.364948,0.229437,0.182775,STAR,-0.367166
0.470447,1.542552,1.812793,QSO,4.119598
0.818951,1.626455,1.907937,QSO,1.539311
-0.022539,-0.339376,-0.353731,STAR,-0.367657
-1.395482,-1.10483,-0.515246,STAR,-0.366597
-0.85441,-0.676092,-0.580815,GALAXY,-0.17295
0.961168,0.791054,0.586193,GALAXY,-0.181653
-1.139483,-1.513703,-1.438439,STAR,-0.367983
0.924065,0.498522,0.213394,GALAXY,-0.127638
0.47903,0.278137,0.249089,GALAXY,-0.30955
0.471737,0.296535,-0.039431,GALAXY,0.039526
1.079674,0.944372,0.827156,STAR,-0.367646
0.104634,0.224048,0.204986,GALAXY,-0.202446
0.591895,0.500424,0.342839,GALAXY,-0.157891
0.452739,0.364718,0.228789,GALAXY,-0.229715
0.811911,0.60382,0.308199,GALAXY,-0.102081
0.721226,0.133641,-0.240171,GALAXY,-0.062656
0.954478,1.090378,0.927968,GALAXY,-0.111632
1.145744,1.474178,1.407981,GALAXY,0.007231
0.036117,-0.747962,-1.165369,GALAXY,-0.203518
0.451643,0.27701,0.281714,STAR,-0.367206
-2.844294,-2.697298,-2.370436,STAR,-0.368223
0.748372,0.167132,-0.252769,GALAXY,-0.038582
0.530285,-0.112072,-0.265103,GALAXY,-0.186098
0.695815,-0.317439,-0.790565,GALAXY,-0.217077
0.757727,0.816892,0.581137,GALAXY,-0.088423
0.046773,0.218308,0.289048,GALAXY,-0.234306
0.316345,0.484588,0.463179,STAR,-0.366986
-0.455688,-0.129376,0.089712,STAR,-0.370715
0.446363,1.435075,2.044942,STAR,-0.367996
1.074443,0.802565,0.58206,GALAXY,-0.162107
-2.708309,-2.215342,-1.680107,STAR,-0.367805
-0.091997,-0.132841,-0.281618,GALAXY,-0.143096
0.392263,0.52639,0.411243,GALAXY,-0.134027
-0.393379,-0.212003,-0.130517,STAR,-0.368055
0.778388,-0.086935,-0.517562,GALAXY,-0.145374
-3.619907,-2.889028,-2.139567,STAR,-0.368076
1.050466,0.165314,-0.231141,GALAXY,-0.156437
-0.303864,-0.321552,0.391367,STAR,-0.368622
0.580998,-0.184124,-0.558293,GALAXY,-0.119421
-0.959801,-1.257914,-1.390514,QSO,-0.134105
-1.084323,-0.776256,-0.493853,STAR,-0.368539
0.028848,-0.138846,-0.134914,STAR,-0.367978
0.869,1.013012,0.91665,GALAXY,-0.017244
0.808885,-0.126134,-0.593762,GALAXY,-0.127739
0.652745,0.660906,0.471917,GALAXY,0.041985
-2.369148,-2.244751,-1.972206,STAR,-0.36756
0.059225,0.235399,0.298935,STAR,-0.368064
-0.421454,0.502359,1.028469,STAR,-0.368164
0.798048,0.195457,0.007467,STAR,-0.368185
-0.490803,-0.374238,-0.209344,GALAXY,-0.287466
-0.398876,-0.547028,-0.520396,GALAXY,-0.314937
0.494074,0.189356,0.15176,STAR,-0.364798
1.170829,1.345072,1.470736,STAR,-0.367405
0.86407,0.800822,0.455797,GALAXY,-0.065085
0.089554,-0.033537,-0.044102,STAR,-0.367604
-1.388659,-1.193983,-0.413322,STAR,-0.366263
0.624598,-0.152918,-0.609881,GALAXY,-0.126288
0.086998,0.423505,0.598556,STAR,-0.369006
0.610314,0.559732,0.391423,GALAXY,-0.21937
-1.403004,-0.939714,-0.747998,GALAXY,-0.165902
0.411755,-0.187408,-0.357987,STAR,-0.367868
-0.377118,-0.079655,-0.009584,STAR,-0.369364
0.295358,0.237971,0.219825,STAR,-0.365936
1.103903,1.474529,1.340632,GALAXY,0.038572
1.083447,0.078106,-0.386102,GALAXY,-0.094595
0.188448,0.292348,0.267148,GALAXY,-0.048364
0.614003,0.895555,0.990308,STAR,-0.369528
0.785548,0.504006,0.34476,STAR,-0.369097
0.227082,-0.018179,-0.323734,GALAXY,-0.242398
1.10265,0.742099,0.542806,GALAXY,-0.249417
-1.581878,-1.544462,-1.562771,GALAXY,-0.143598
0.314343,0.319589,0.208442,GALAXY,-0.296163
0.344986,0.283579,0.279492,GALAXY,-0.258434
1.044692,1.031081,0.921622,GALAXY,-0.098907
-0.22897,1.132042,1.514443,QSO,4.336134
1.1804,0.861118,0.742171,GALAXY,-0.252232
0.438877,0.328953,0.287504,GALAXY,-0.267913
1.054999,2.194715,2.392667,QSO,4.208273
-1.320142,-0.887772,-0.565892,STAR,-0.368797
0.770926,0.624248,0.413503,GALAXY,-0.166912
0.848785,0.210294,0.355927,GALAXY,-0.311943
0.710498,-0.00468,-0.379012,GALAXY,-0.147544
0.004993,0.180364,0.251273,STAR,-0.368387
0.837876,0.814894,0.787366,STAR,-0.367401
1.001755,0.853912,0.83563,GALAXY,-0.245007
0.810826,1.029263,1.039655,STAR,-0.366954
-2.943971,-2.930458,-2.588038,STAR,-0.368129
-0.88633,-1.244363,-1.160897,STAR,-0.368041
1.166381,0.425748,0.076671,STAR,-0.367716
0.836092,1.225138,1.822914,GALAXY,-0.220574
0.406101,0.338763,0.232235,GALAXY,-0.191988
0.587411,0.816276,0.814699,STAR,-0.365505
-0.126472,-1.039761,-1.342975,GALAXY,-0.162785
0.096967,-0.634162,-0.602631,GALAXY,-0.188569
1.056277,0.732841,0.409652,GALAXY,-0.151058
0.627226,0.735052,0.740777,GALAXY,-0.069705
0.127417,-0.01381,-0.082385,STAR,-0.365387
0.631783,0.636811,0.580525,GALAXY,-0.138918
0.549801,0.375729,0.249108,GALAXY,-0.083284
0.231458,0.094081,-0.025214,GALAXY,-0.179166
-0.003795,1.30227,1.194427,QSO,2.880534
0.399291,-0.092197,-0.502704,GALAXY,-0.11429
0.949596,1.142735,1.173158,STAR,-0.369226
0.33844,0.024325,-0.243532,GALAXY,-0.120755
0.004872,1.160336,1.557321,QSO,4.098682
0.32653,-0.120012,-0.313678,STAR,-0.367372
-0.249101,0.30169,0.677336,GALAXY,-0.259424
0.743683,-0.035461,-0.428585,GALAXY,-0.168211
-0.391415,-0.181541,-0.118889,GALAXY,-0.305266
-0.483474,-0.720923,-0.663314,STAR,-0.368281
0.734377,1.775426,2.31031,STAR,-0.367525
0.77001,0.706376,0.624345,STAR,-0.367617
-2.043837,-1.493923,-1.056837,STAR,-0.365751
0.635254,0.864912,0.935519,GALAXY,-0.162887
0.181215,0.527017,0.717587,STAR,-0.368219
-0.475144,-0.105174,0.104796,STAR,-0.367359
0.988845,2.085059,2.084007,QSO,3.178144
1.173469,1.078421,0.754807,GALAXY,0.019236
1.114704,2.084783,2.114259,QSO,4.660164
0.271695,1.698464,2.385069,STAR,-0.368241
0.188134,-0.691142,-1.084763,GALAXY,-0.191155
-0.47148,-0.097883,0.088799,STAR,-0.367146
-1.271587,-1.049582,-0.786969,STAR,-0.367686
0.125621,0.495365,0.60364,STAR,-0.36832
0.790695,1.050563,1.084623,GALAXY,-0.27767
-1.278181,-0.77953,-0.550017,STAR,-0.366629
-1.486998,-0.092314,0.268362,QSO,2.080562
0.087203,0.392905,0.573896,STAR,-0.369364
-0.298186,0.006012,0.158982,STAR,-0.368391
-2.295833,-1.852533,-1.453381,STAR,-0.367635
-1.774157,-1.583607,-1.40701,GALAXY,-0.35821
1.122937,0.939919,1.391673,STAR,-0.369106
-2.195095,-2.070739,-1.826161,STAR,-0.36782
-0.806072,-0.759611,-0.081236,STAR,-0.367638
0.772047,0.498139,0.256386,GALAXY,-0.15172
0.458562,0.043786,-0.047774,STAR,-0.367751
1.172902,1.358655,1.475716,STAR,-0.367561
0.55578,0.584178,0.585214,STAR,-0.367921
1.11726,0.84915,0.26985,GALAXY,0.113335
0.415009,1.398513,1.650685,QSO,5.168372
0.982625,0.678933,0.277505,GALAXY,0.053952
0.031127,0.168949,0.252864,GALAXY,-0.313238
0.979322,0.956117,0.815753,GALAXY,-0.140178
0.394818,-0.253943,-0.367073,GALAXY,-0.229074
-0.915092,-0.741022,-0.63084,STAR,-0.368188
0.687269,-0.288136,-0.533079,STAR,-0.368207
-1.230385,-1.311982,-1.359038,GALAXY,-0.26806
1.062641,0.666401,0.31367,GALAXY,-0.125505
0.272768,1.447936,1.558856,QSO,3.090144
-2.234585,-2.588609,-2.549463,GALAXY,-0.301789
0.808246,0.558117,0.428511,STAR,-0.368312
0.890228,0.043265,-0.37051,GALAXY,-0.078885
-0.219905,-0.944964,-1.232898,GALAXY,-0.148754
0.771095,1.999042,2.013654,QSO,3.086555
0.000279,-0.125305,-0.24598,GALAXY,-0.293381
0.3615,0.204842,0.105935,GALAXY,-0.161333
0.048473,-0.743403,-1.039248,GALAXY,-0.16786
-0.094902,-0.183093,-0.181568,STAR,-0.368004
-0.165142,0.136606,0.373129,STAR,-0.367393
0.839154,0.562581,0.461955,GALAXY,-0.158102
-0.374105,-0.302102,-0.432436,GALAXY,-0.174633
0.424605,0.800577,0.94887,STAR,-0.365346
0.659122,0.917301,1.037376,STAR,-0.366766
-0.671509,-1.342093,-1.512991,GALAXY,-0.244486
1.099962,0.812364,0.438991,GALAXY,0.035966
-0.193301,-0.078603,0.021958,STAR,-0.368054
1.069573,0.76528,0.217942,GALAXY,0.075482
-3.196233,-2.743192,-2.417655,STAR,-0.367357
1.116283,1.239593,1.452969,STAR,-0.367402
0.850883,0.578832,0.308896,GALAXY,-0.262458
0.506381,0.056477,-0.113183,STAR,-0.367751
0.799929,0.77256,0.629891,GALAXY,-0.132173
1.177326,0.660205,0.519381,STAR,-0.367593
-1.489023,-1.591058,-1.494226,STAR,-0.368027
0.491084,0.816053,0.9964,STAR,-0.367247
0.764839,0.809665,0.701411,GALAXY,-0.205751
-0.89695,-1.573521,-1.65671,STAR,-0.368229
0.123957,0.142409,0.232734,STAR,-0.366424
0.225491,0.464893,0.57303,STAR,-0.369239
0.254482,0.109184,-0.112421,GALAXY,-0.081543
-1.615293,-2.094473,-2.209176,GALAXY,-0.1975
1.026165,0.639096,0.45157,GALAXY,-0.189092
-1.672045,-1.554496,-1.486373,GALAXY,-0.294989
-0.594928,-1.228345,-1.249196,STAR,-0.36813
-2.42203,-2.525114,-2.287682,STAR,-0.367923
-3.143724,-2.714495,-2.386781,STAR,-0.366238
1.009916,0.971603,0.905954,GALAXY,-0.260191
1.052082,0.073504,-0.214617,STAR,-0.367772
0.645368,0.729982,0.74911,STAR,-0.363995
0.823242,1.922409,2.289539,QSO,3.124365
0.2205,0.29865,0.241594,GALAXY,-0.177278
-0.49325,-1.116436,-1.349603,GALAXY,-0.156933
1.012242,0.013059,-0.394557,GALAXY,-0.157869
1.105543,0.197689,-0.298227,GALAXY,-0.079443
0.525813,-0.088222,-0.480257,GALAXY,-0.061059
0.139411,0.120876,0.157391,GALAXY,-0.092957
0.812116,0.848746,0.7873,GALAXY,-0.086969
-0.601823,-0.808875,-0.729242,STAR,-0.367784
-0.128967,-0.260948,-0.381018,GALAXY,-0.233082
0.464565,-0.099669,-0.351698,GALAXY,-0.238608
1.16403,1.148984,1.094246,STAR,-0.370294
0.526355,0.687457,0.779805,STAR,-0.367359
0.839588,-0.090911,-0.459091,GALAXY,-0.146577
1.037761,0.704324,0.583199,STAR,-0.365772
0.390744,-0.370412,-0.72685,GALAXY,-0.153029
0.928452,0.141878,-0.30591,GALAXY,-0.08179
0.887323,1.686017,1.856453,QSO,0.494761
-0.556583,-0.296383,-0.097271,GALAXY,-0.313969
0.706303,0.609559,0.559547,GALAXY,-0.242987
0.948402,-0.131618,-0.638062,GALAXY,0.004504
-1.343877,-1.324354,-1.253424,GALAXY,-0.248488
-1.756027,-1.720026,-1.533413,STAR,-0.368024
0.122571,0.089851,0.042992,GALAXY,-0.198825
-0.216096,-0.362781,-0.506838,GALAXY,-0.149011
-0.170892,-1.361405,-1.694588,STAR,-0.367847
0.887443,0.764525,0.434754,GALAXY,-0.029461
-0.55275,-0.962374,-0.973481,STAR,-0.367866
0.584228,0.7029,0.831609,GALAXY,-0.304369
-0.526399,-0.624978,-0.516036,STAR,-0.368149
0.404233,0.530121,0.592473,STAR,-0.365825
0.975669,2.031225,2.592879,STAR,-0.368198
1.006299,0.269124,-0.142296,GALAXY,-0.121083
-1.096582,-0.805527,-0.601586,STAR,-0.367507
-0.196592,0.170416,0.362781,STAR,-0.367642
0.73046,-0.242411,-0.668408,GALAXY,-0.061876
0.297504,0.580331,0.699735,STAR,-0.367481
1.016787,0.944383,0.867906,GALAXY,-0.116365
-0.555305,-0.427913,-0.043923,STAR,-0.367204
-0.19881,0.179004,0.161496,GALAXY,0.011458
-0.500434,-0.795632,-1.015549,GALAXY,-0.118768
-1.930309,-1.514585,-1.178589,STAR,-0.367833
0.930923,0.580511,0.42949,STAR,-0.368042
-3.165735,-2.529535,-2.011741,STAR,-0.367713
0.803087,1.122423,1.230743,STAR,-0.36833
0.043675,-0.251562,-0.618459,GALAXY,0.031056
0.843927,-0.062543,-0.622743,GALAXY,-0.01364
0.075004,-0.535252,-0.793268,GALAXY,-0.227004
-1.867795,-1.454129,-1.216901,STAR,-0.367435
1.024152,0.858185,0.777611,STAR,-0.36766
0.154599,-0.547708,-0.633928,STAR,-0.36792
0.983697,0.699807,0.355936,GALAXY,-0.126554
-0.474855,-0.665367,-0.787392,GALAXY,-0.15821
-1.310077,-1.020024,-0.823906,GALAXY,-0.31092
0.330617,0.604245,0.728839,STAR,-0.367055
-0.414245,-0.662338,-0.610757,STAR,-0.36849
-1.179829,-1.118604,-1.106456,GALAXY,-0.253277
0.909226,1.038669,1.081978,STAR,-0.368676
0.546968,-0.262032,-0.611538,GALAXY,-0.159942
0.964676,1.780602,1.488456,QSO,3.106193
-2.119333,-1.687609,-1.229772,STAR,-0.369097
-0.443513,1.287614,2.070072,STAR,-0.368054
0.533757,0.018097,-0.453941,STAR,-0.368124
-1.443361,-1.127341,-0.844319,STAR,-0.368813
-1.558866,-1.238007,-1.054577,GALAXY,-0.339894
-0.440922,-0.41552,-0.655565,GALAXY,-0.121087
-0.464705,-1.171418,-1.398677,GALAXY,-0.195896
-0.857122,0.327709,0.694547,QSO,3.708521
-0.667616,-0.58983,-0.533389,GALAXY,-0.190402
0.420374,-0.397929,-0.773655,GALAXY,-0.147107
0.463191,1.659138,1.884906,QSO,5.071562
0.613629,0.180099,0.057464,STAR,-0.367769
-0.464874,-0.656599,-0.439789,GALAXY,-0.282383
0.432994,-0.166735,-0.350059,STAR,-0.367418
0.847001,1.893425,2.100127,QSO,2.558697
-0.218531,0.180343,0.413672,STAR,-0.367476
-1.215076,-1.551211,-1.709625,GALAXY,-0.2485
0.889288,1.911206,1.877346,QSO,1.762101
-1.832512,-1.241036,-0.866963,STAR,-0.368113
0.94739,0.830199,0.406356,GALAXY,0.080841
0.764164,0.834663,0.860468,STAR,-0.367871
0.999416,1.221099,1.292198,STAR,-0.366978
0.408705,0.455476,0.664389,STAR,-0.36838
0.69555,0.966735,0.788759,STAR,-0.368183
-0.279249,0.131164,0.386556,STAR,-0.366959
0.306761,-0.437819,-0.689151,GALAXY,-0.24333
1.065402,0.215279,-0.239587,GALAXY,-0.12136
1.170564,1.48318,1.423865,GALAXY,-0.36928
0.563736,0.873841,1.050464,STAR,-0.370139
0.430945,-0.278134,-0.582011,GALAXY,-0.170127
-1.419494,-1.291405,-1.080018,STAR,-0.368238
-0.879676,-0.781453,-0.708095,GALAXY,-0.211293
-0.580354,-0.531446,-0.502638,STAR,-0.367296
0.942194,0.423537,-0.001139,GALAXY,-0.101682
0.048581,-0.138867,-0.231668,GALAXY,-0.252589
-0.583742,-0.270492,-0.106319,GALAXY,-0.277211
-0.162129,1.090665,1.154826,QSO,3.155144
-0.93151,-0.858086,-0.792797,STAR,-0.367894
0.235026,0.426949,0.444442,GALAXY,-0.186762
0.922208,0.874861,0.600364,GALAXY,-0.049583
0.027064,-0.62263,-0.930631,GALAXY,-0.153512
0.865878,-0.022239,-0.45428,GALAXY,-0.086749
0.937071,0.1387,-0.065145,STAR,-0.367799
-1.385886,0.14817,0.876653,QSO,9.70873
0.7216,1.829642,1.9952,QSO,0.632031
0.745745,0.290934,0.153333,STAR,-0.368439
-0.399503,-0.922283,-1.263348,GALAXY,-0.093595
0.626141,0.156949,-0.161127,GALAXY,-0.095809
0.963193,2.09133,2.155217,QSO,2.568739
0.005451,0.329856,0.442729,STAR,-0.367905
-0.450746,-0.847574,-0.958623,STAR,-0.368407
-0.456158,-0.017403,0.286939,GALAXY,-0.172571
-2.850815,-2.32706,-2.051965,GALAXY,-0.298111
0.591027,0.736115,1.091158,STAR,-0.3679
0.827051,0.676084,0.518571,GALAXY,-0.191754
-0.903278,-0.453294,-0.166522,STAR,-0.367619
-1.317249,-1.423115,-1.262538,STAR,-0.368106
0.490723,1.537886,1.577913,QSO,3.479155
-1.188062,-1.251441,-1.089461,GALAXY,1.845381
1.122467,2.106157,2.36249,QSO,6.190355
0.806426,0.272557,-0.295195,GALAXY,-0.192211
0.808222,0.570138,0.508148,STAR,-0.367796
-1.197597,-1.659581,-1.814787,GALAXY,-0.270595
-0.143891,-0.395995,-0.504437,GALAXY,-0.284004
0.188231,-0.557487,-0.899164,GALAXY,-0.166244
-1.493242,-1.321293,-1.106061,STAR,-0.368242
0.473774,-0.067039,-0.349702,GALAXY,-0.191641
0.392142,0.634962,0.734516,STAR,-0.367004
0.695598,0.323107,0.263608,STAR,-0.367592
0.407078,0.086492,-0.010102,STAR,-0.36709
-1.038914,-0.138197,0.162795,GALAXY,-0.043116
-0.660371,-0.706989,-0.632017,GALAXY,-0.286256
0.874931,0.951355,0.901115,GALAXY,-0.091226
0.570474,-0.438924,-0.867547,GALAXY,-0.093096
0.210363,-0.621822,-1.030078,GALAXY,-0.09461
0.506116,0.757468,0.857709,STAR,-0.36779
-2.677329,-2.247536,-1.630252,STAR,-0.369052
1.059278,0.713614,0.3955,GALAXY,-0.144489
1.097358,2.226888,2.305922,QSO,3.450694
-0.323609,-0.52592,-0.69302,GALAXY,-0.146456
0.226937,-0.094833,-0.340804,GALAXY,-0.270888
0.377135,-0.067411,-0.310655,GALAXY,-0.198023
-2.766435,-2.356448,-1.960559,STAR,-0.36775
0.398314,0.378982,0.333273,GALAXY,-0.088006
-0.995542,0.269911,0.61573,QSO,4.206579
-0.583115,-0.374876,-0.219833,STAR,-0.367625
-1.732762,-1.475334,-1.193343,STAR,-0.368191
-1.406572,-1.353954,-1.172186,STAR,-0.368769
-0.623111,-0.171848,-0.039074,STAR,-0.369468
0.222923,0.51624,0.693201,STAR,-0.369763
-0.958102,-0.583729,-0.315796,STAR,-0.366328
0.277385,0.041342,-0.147946,GALAXY,-0.193517
0.003136,0.224303,0.39325,GALAXY,-0.312261
0.41079,0.509703,0.497734,GALAXY,-0.153395
-1.07627,-0.879651,-0.744966,GALAXY,-0.368064
0.442734,0.541897,0.430733,GALAXY,-0.233552
0.116749,-0.418804,-0.425054,GALAXY,-0.093275
0.716115,-0.210791,-0.470352,GALAXY,-0.130738
-1.147668,-0.764979,-0.551721,GALAXY,-0.232492
-2.835603,-2.179874,-1.696104,STAR,-0.366924
0.893808,0.525338,0.400782,GALAXY,-0.267667
0.261485,-0.200758,-0.378061,GALAXY,-0.307895
-0.925856,-0.585674,-0.354598,GALAXY,-0.193054
0.264137,-0.202054,-0.500746,GALAXY,-0.131973
0.298263,1.210928,1.882242,STAR,-0.368987
0.499113,0.156365,0.10988,STAR,-0.367639
0.127923,0.468517,0.629985,STAR,-0.36664
1.080313,0.026026,-0.3689,STAR,-0.36758
0.10696,-0.01398,-0.024583,STAR,-0.367725
0.542785,0.464935,0.472077,STAR,-0.368021
0.873352,1.147943,1.740754,STAR,-0.366512
0.347143,0.103636,0.016045,STAR,-0.366457
1.087763,0.865827,0.639043,GALAXY,-0.190637
-2.341242,-1.89322,-1.596582,STAR,-0.36713
0.679566,-0.489336,-0.760134,STAR,-0.367872
1.126493,0.305208,-0.088392,GALAXY,-0.128837
0.303929,0.658738,0.765408,STAR,-0.367493
-1.600466,-1.237932,-0.992905,STAR,-0.367136
0.08155,0.072143,0.2407,STAR,-0.368379
-0.375069,-0.071152,0.143541,STAR,-0.368731
-1.754557,-1.201635,-0.877885,STAR,-0.367422
-1.386561,-1.966324,-2.067707,GALAXY,-0.268374
-0.053314,0.372243,0.524531,STAR,-0.367485
-3.127065,-2.416829,-1.908331,STAR,-0.366719
0.098522,-0.106184,-0.128973,STAR,-0.368148
0.546534,0.681281,0.700008,STAR,-0.366949
-0.960356,-1.213518,-1.225055,GALAXY,-0.300851
-0.515924,-0.949131,-1.017112,GALAXY,-0.251001
0.747565,-0.167054,-0.575213,GALAXY,-0.10002
-0.161249,-0.090082,0.009435,STAR,-0.367337
0.890891,0.694291,0.571175,GALAXY,-0.169975
-0.176606,-0.15262,-0.037002,STAR,-0.367676
-0.016621,-0.747569,-1.034767,GALAXY,-0.159974
-0.035787,0.08155,0.118589,STAR,-0.369706
-0.661203,-0.782027,-0.868498,GALAXY,-0.235757
0.000496,0.2273,0.287175,STAR,-0.366526
0.819433,0.46096,0.325788,STAR,-0.368042
-0.666881,-1.275706,-1.466516,GALAXY,-0.197075
-0.049288,-0.484765,-0.546778,STAR,-0.366919
0.125452,-0.401246,-0.544584,STAR,-0.369328
0.813442,1.758165,1.968667,QSO,4.729728
-2.140911,-2.493642,-2.504692,GALAXY,-0.311826
0.953839,-0.497382,-0.929595,STAR,-0.367872
0.752772,-0.147742,-0.615182,GALAXY,-0.102539
0.243934,-0.633237,-0.91244,GALAXY,-0.166949
0.672105,0.619221,0.458613,GALAXY,-0.026743
-0.437498,-0.467143,-0.414217,GALAXY,-0.220267
1.128651,0.136542,-0.211642,STAR,-0.367894
0.653095,0.205905,-0.03639,GALAXY,-0.160143
0.392962,-0.272894,-0.60474,GALAXY,-0.107459
0.630758,0.863424,0.901039,STAR,-0.368604
0.348518,-0.186568,-0.436635,GALAXY,-0.176925
0.476728,0.12822,0.03578,STAR,-0.367524
-0.287386,-0.762513,-0.773222,STAR,-0.367132
0.708039,-0.171093,-0.532316,GALAXY,-0.15667
-0.118396,-0.265614,-0.279895,GALAXY,-0.213396
0.527549,0.181204,0.427993,GALAXY,-0.269555
0.145112,1.319064,1.469116,QSO,0.335284
0.490964,0.746286,0.937845,STAR,-0.365648
0.695116,1.001809,1.186161,GALAXY,-0.230618
0.476197,0.316273,0.313858,GALAXY,-0.255419
-2.982907,-2.627149,-1.819928,STAR,-0.370646
-2.52454,-2.090339,-1.651541,STAR,-0.367272
-2.271122,-1.031269,-0.130696,STAR,-0.367778
0.213919,0.521235,0.67614,STAR,-0.366489
0.558119,0.127295,-0.082056,GALAXY,-0.270641
0.115001,-0.621673,-0.949989,GALAXY,-0.124751
1.062316,0.117124,-0.335032,GALAXY,-0.126362
0.308148,-0.166757,-0.237007,GALAXY,-0.193276
0.75546,0.88363,0.955075,GALAXY,-0.160705
0.559011,0.360839,0.258467,STAR,-0.368271
-1.613497,-1.098378,-0.710693,STAR,-0.368295
1.042752,0.634207,0.336258,GALAXY,-0.119466
-0.674427,-0.925057,-1.09721,GALAXY,-0.256431
0.394131,0.090605,-0.118673,GALAXY,-0.178348
1.155617,1.700929,1.880443,QSO,5.691353
-0.920046,-0.531893,-0.271101,GALAXY,-0.24182
1.156858,1.34014,1.34405,STAR,-0.367784
-2.6017,-1.842404,-1.438222,GALAXY,-0.270917
0.911444,0.934094,0.820348,GALAXY,-0.142521
-3.295765,-2.651297,-2.132166,STAR,-0.367265
-1.025365,-1.026178,-0.961128,STAR,-0.368015
0.1522,1.068685,1.526805,QSO,1.070183
0.410079,0.44573,0.469139,GALAXY,-0.168875
0.113518,0.055818,0.041702,STAR,-0.368322
0.963181,0.844219,0.572851,GALAXY,-0.013257
0.785138,0.936188,1.062732,STAR,-0.365627
-0.651005,-0.293801,-0.0235,STAR,-0.36838
-0.198147,-0.320946,-0.347687,GALAXY,-0.209899
0.361838,-0.229848,-0.45959,STAR,-0.368298
0.535878,0.14106,0.474327,QSO,6.623934
0.613219,0.369607,0.329253,STAR,-0.367937
-1.120787,-0.927523,-0.74265,GALAXY,-0.295359
0.036406,-0.836701,-1.113424,GALAXY,-0.159526
0.841384,0.087523,-0.28771,GALAXY,-0.14842
0.201153,0.103997,0.004746,GALAXY,-0.168191
0.5806,0.829158,0.932459,STAR,-0.36966
-0.039886,-0.447076,-0.671223,GALAXY,-0.155853
0.356907,-0.066688,-0.148868,STAR,-0.36816
0.794299,0.565461,0.512752,STAR,-0.367606
0.430789,0.734775,0.858189,STAR,-0.367068
0.938554,1.18865,1.300776,STAR,-0.368547
-0.055532,0.207892,0.369579,STAR,-0.367643
1.025297,0.520768,-0.050815,GALAXY,-0.041614
-1.488059,-1.253896,-1.039286,GALAXY,-0.26422
-0.029278,-1.141786,-1.37817,STAR,-0.367823
1.106893,0.956733,0.788043,GALAXY,-0.097238
-2.207643,-1.711906,-1.340282,GALAXY,-0.246535
-1.56411,-1.6834,-1.565963,STAR,-0.367981
-0.090731,-0.040711,-0.040524,GALAXY,-0.265457
0.014926,-0.14264,-0.102779,STAR,-0.367941
0.843156,-0.009973,-0.388126,GALAXY,-0.119142
-0.598147,-0.551694,-0.426928,STAR,-0.367335
0.608855,0.524413,0.390435,GALAXY,-0.100045
0.982661,0.071665,-0.407541,GALAXY,-0.060877
-1.282918,-0.958186,-0.696005,STAR,-0.367631
-0.681936,0.217278,0.704066,STAR,-0.368432
1.041884,1.062701,0.866183,GALAXY,-0.178449
0.27108,0.215758,0.176184,STAR,-0.368199
0.775555,0.221231,-0.016185,GALAXY,-0.223469
-0.518492,-0.041976,0.124192,GALAXY,-0.288317
-0.604065,0.436727,0.976091,QSO,0.963341
0.858814,0.46044,0.364307,STAR,-0.368057
-0.421261,0.65809,0.883404,QSO,4.738812
0.625864,0.457442,0.342858,GALAXY,-0.13068
0.293393,1.852908,2.586844,STAR,-0.368312
1.013592,1.159985,0.7641,QSO,0.028082
0.174356,0.205448,0.158267,GALAXY,-0.186719
0.718936,0.717004,0.492885,GALAXY,0.015129
0.929947,0.92861,0.827965,GALAXY,-0.063422
-1.810549,-1.157909,-0.828717,STAR,-0.369345
0.278819,-0.084129,-0.105849,GALAXY,-0.261984
0.531117,0.737975,0.803946,STAR,-0.368312
0.591148,0.776174,0.872764,GALAXY,-0.200101
0.603286,0.449779,0.376613,STAR,-0.368204
-2.5351,-2.122511,-1.773189,STAR,-0.367756
-0.662529,-1.059467,-1.206845,GALAXY,-0.182784
0.957226,0.087427,-0.329176,GALAXY,-0.098167
0.599803,-0.374887,-0.864656,GALAXY,-0.054159
-0.365715,-0.019762,0.071352,GALAXY,-0.214875
-0.316678,-0.223343,-0.146411,STAR,-0.368082
-2.004528,-1.688852,-1.368105,STAR,-0.368056
-2.695001,-2.493695,-2.237168,STAR,-0.367285
-2.137728,-2.690665,-2.722162,GALAXY,-0.308347
-0.87712,-0.896647,-0.881548,GALAXY,-0.314336
-0.896757,-0.67759,-0.511564,STAR,-0.367938
