@relation 'table_train-weka.filters.unsupervised.attribute.Remove-R1-2,6-11,14'

@attribute u numeric
@attribute g numeric
@attribute r numeric
@attribute class {STAR,GALAXY,QSO}
@attribute redshift numeric

@data
-0.526496,-0.486222,-0.475352,GALAXY,-0.254991
-1.992449,-1.710864,-0.943813,STAR,-0.368123
-0.29862,0.658632,0.987907,QSO,1.619836
0.517869,0.133099,-0.121017,GALAXY,-0.088004
-0.291966,-0.521254,-0.516743,STAR,-0.368199
0.54874,0.57813,0.663344,STAR,-0.367394
1.131954,0.795507,0.640031,STAR,-0.368099
0.985819,1.984916,1.885951,QSO,3.138379
0.73357,0.296248,-0.014424,GALAXY,-0.073035
-0.435895,-0.6524,-0.644606,STAR,-0.367928
-2.695435,-2.49919,-1.665946,STAR,-0.368384
0.469374,0.659238,0.78746,STAR,-0.366243
-0.363376,-0.268228,-0.220822,STAR,-0.36886
1.028829,1.044962,1.214934,STAR,-0.368015
0.77095,0.367396,0.077566,GALAXY,-0.158966
1.085798,0.453478,-0.038819,GALAXY,-0.048961
-2.057675,-0.334997,0.586589,STAR,-0.367859
0.867084,0.608273,0.462313,GALAXY,-0.103178
-0.095456,-0.557837,-0.802815,GALAXY,-0.206159
-1.785729,-1.422212,-1.145314,STAR,-0.367874
-1.619572,-1.296464,-1.051206,GALAXY,-0.281951
-0.84596,-1.301576,-1.312402,GALAXY,-0.367953
0.872508,1.025862,1.05746,GALAXY,-0.155794
-1.154431,-0.903406,-0.739966,STAR,-0.368307
-0.002348,-0.519744,-0.68497,GALAXY,-0.196176
0.732015,0.473417,0.407552,STAR,-0.367551
1.055915,0.693983,0.565102,STAR,-0.367523
0.869422,0.552569,0.226303,GALAXY,-0.011031
0.129478,0.054797,0.443425,STAR,-0.368211
-0.092382,-0.790403,-1.061544,GALAXY,-0.24197
-0.87131,-1.061337,-0.935103,STAR,-0.367039
0.288174,-0.371762,-0.658079,GALAXY,-0.20524
0.405655,0.254542,0.225446,GALAXY,-0.134386
-0.530196,-1.310398,-1.458579,GALAXY,-0.211159
0.908032,0.5372,0.375144,GALAXY,-0.187327
0.647707,-0.123711,-0.552098,GALAXY,-0.055298
-1.586627,-1.407044,-0.699065,STAR,-0.368604
-0.906364,-0.532552,-0.397165,STAR,-0.367075
-0.265736,0.159351,0.367875,STAR,-0.366725
0.538434,0.557171,0.618799,STAR,-0.36733
0.651901,0.790023,0.801366,STAR,-0.368812
-0.294425,-0.057462,0.079703,GALAXY,-0.289147
0.996825,0.999652,0.87574,GALAXY,-0.08186
-3.685483,-3.041336,-2.429349,STAR,-0.367946
-1.093677,-0.628433,-0.269999,STAR,-0.367565
-0.14606,1.118948,1.306632,QSO,2.518598
-0.826806,-0.841516,-0.524802,STAR,-0.367629
-0.488235,-1.127331,-1.468992,GALAXY,-0.259547
0.990484,1.07621,1.039711,STAR,-0.368901
0.520425,0.423154,0.360041,STAR,-0.367402
0.300963,0.196265,-0.004057,GALAXY,-0.067799
0.939735,0.536881,0.316203,STAR,-0.369146
0.814201,0.737209,0.57336,GALAXY,-0.115122
0.937192,-0.003905,-0.529133,GALAXY,-0.16656
-0.211829,-0.011727,0.058876,GALAXY,-0.15326
-0.499952,0.528367,0.970149,QSO,1.523018
-0.746186,-1.338872,-1.495864,GALAXY,-0.229153
0.001292,-0.796716,-1.14523,GALAXY,-0.094237
0.908382,1.724302,2.189828,STAR,-0.368289
0.919556,0.252129,-0.138266,GALAXY,-0.065936
1.029227,0.851765,0.469958,GALAXY,0.044663
1.051009,0.943288,0.925981,STAR,-0.367571
1.055879,1.026149,0.956572,GALAXY,-0.162737
-1.142545,-0.879917,-0.384906,STAR,-0.367187
-0.980185,-1.442459,-1.590839,GALAXY,-0.250174
0.713704,0.757542,0.762546,STAR,-0.366105
0.094123,-0.77937,-1.117021,GALAXY,-0.119828
0.200828,1.355924,1.38899,QSO,0.513014
0.673298,0.845877,0.835799,STAR,-0.366203
-1.120474,-0.931827,-0.225878,STAR,-0.369083
0.924535,1.767252,1.414798,QSO,0.41725
-0.927688,-1.192229,-1.14426,STAR,-0.367668
-2.566067,-2.172455,-1.931154,STAR,-0.36816
0.850955,0.801523,0.710827,STAR,-0.367788
-0.236613,-0.088987,-0.094767,GALAXY,-0.224352
-0.400491,-1.022787,-1.217579,GALAXY,-0.241922
0.13923,0.067361,-0.059063,GALAXY,-0.086574
0.654782,0.119494,-0.052811,STAR,-0.367664
-0.499012,0.673012,1.060143,QSO,4.723012
0.446471,0.159298,0.005688,STAR,-0.366228
1.046947,0.889613,0.68162,GALAXY,-0.089288
-2.220554,-2.516313,-2.487414,GALAXY,-0.264289
-1.149079,-0.60387,-0.363194,STAR,-0.367569
0.266415,-0.254241,-0.534792,GALAXY,-0.096025
0.494375,0.230085,0.033868,GALAXY,-0.169718
0.35129,0.646101,0.826892,STAR,-0.368539
-0.312724,-0.322902,-0.297643,STAR,-0.368309
1.06199,1.185695,0.804313,GALAXY,0.083064
-1.285522,-0.83347,-0.591229,STAR,-0.365966
0.418095,0.40888,0.284124,GALAXY,-0.104935
0.781522,0.842167,0.71786,GALAXY,-0.048215
-0.314725,-0.154651,0.032353,STAR,-0.368366
1.125143,1.355573,1.4805,STAR,-0.368471
-0.680321,-0.396612,-0.138662,STAR,-0.368295
0.246212,1.225532,1.756394,QSO,0.930688
-0.496215,0.654933,0.977832,QSO,0.905098
-0.444791,-0.151972,-0.301551,QSO,-0.077359
0.15742,-0.382858,-0.637591,GALAXY,-0.263235
-0.543456,-0.786502,-0.731605,STAR,-0.368349
1.121816,0.433379,0.028012,GALAXY,-0.159577
-0.400708,-0.273224,-0.268107,GALAXY,-0.163353
0.633711,0.71321,0.592699,GALAXY,-0.125262
-0.397683,-0.026352,0.195693,GALAXY,-0.356125
0.828799,0.825268,1.049767,STAR,-0.36761
-0.37543,-0.31324,-0.458338,GALAXY,-0.112716
0.589532,1.63922,1.838497,QSO,3.574691
0.781823,0.550751,0.501369,STAR,-0.367999
0.29971,-0.461648,-0.805357,GALAXY,-0.138473
1.018896,1.913194,2.12343,QSO,1.680176
-2.519935,-2.448917,-2.199139,STAR,-0.368091
0.540724,0.595264,0.535726,GALAXY,-0.117123
-1.547041,-1.572713,-1.374865,STAR,-0.367867
0.895665,0.705589,0.624062,STAR,-0.36718
0.134999,0.475181,0.447888,QSO,-0.123846
0.122511,-0.421684,-0.77373,GALAXY,-0.154053
1.054685,0.190132,-0.158952,GALAXY,-0.075631
1.095598,0.666433,0.315835,GALAXY,0.154556
0.305435,-0.375588,-0.755634,GALAXY,-0.143421
0.24966,0.257879,0.877915,STAR,-0.368483
0.651721,-0.02023,-0.319892,GALAXY,-0.257875
0.951922,0.230383,-0.185401,GALAXY,-0.147992
-0.350442,-0.225788,-0.054986,STAR,-0.369012
-0.340352,-0.536686,-0.486274,STAR,-0.367747
0.733329,1.804739,2.034208,QSO,4.234185
-0.788617,-0.812563,-0.727114,STAR,-0.367636
1.138897,1.892989,2.113242,QSO,3.815699
0.493182,0.269422,-0.082131,GALAXY,0.039292
1.037351,-0.308468,-0.802956,STAR,-0.368065
0.95895,0.880122,0.835987,STAR,-0.368521
0.707183,0.761336,0.622725,GALAXY,-0.114357
-0.651463,-0.237161,0.019962,GALAXY,-0.27575
-0.492623,-0.383804,-0.279612,STAR,-0.367556
0.742912,0.403513,0.247027,STAR,-0.367753
-0.468104,-0.192499,-0.097732,GALAXY,-0.08965
-0.201908,0.151709,0.338904,STAR,-0.368641
1.007734,1.214722,1.266127,STAR,-0.368157
1.148396,1.982185,1.685956,QSO,0.119024
-0.706588,-0.526494,-0.450542,GALAXY,-0.274886
0.906369,0.370362,0.00952,GALAXY,-0.164567
-1.562603,-1.51771,-1.475969,GALAXY,-0.168246
0.554032,0.488903,0.440394,STAR,-0.368753
0.698998,0.143334,-0.116055,GALAXY,-0.294261
0.782197,0.017735,-0.362422,GALAXY,-0.150353
0.238425,0.242978,0.30561,GALAXY,-0.241052
-2.189827,-1.698577,-1.216157,STAR,-0.367605
1.020282,1.873868,1.677463,QSO,0.564538
0.547969,0.307291,0.021289,GALAXY,-0.096908
-0.802022,-0.573408,-0.426015,STAR,-0.369991
0.467856,0.72336,0.82386,GALAXY,-0.207912
-0.311,-0.647203,-0.782477,GALAXY,-0.207512
-0.276705,-0.257419,0.45317,STAR,-0.366411
-0.00799,0.029799,-0.006439,GALAXY,-0.223811
1.015412,0.780117,0.544586,GALAXY,-0.112067
-0.402541,-1.102406,-1.299644,GALAXY,-0.19231
1.177073,0.14665,-0.381168,GALAXY,-0.085968
0.628444,0.868941,0.929983,GALAXY,-0.206067
0.168088,-0.145319,-0.222677,STAR,-0.368382
-1.286378,-1.2401,-1.2609,GALAXY,-0.208922
1.176905,1.080929,0.797224,GALAXY,-0.129437
0.497425,0.78456,0.93116,STAR,-0.368385
0.380016,0.346224,0.23908,GALAXY,-0.064725
0.612894,1.807078,1.804413,QSO,2.974823
-1.098137,-1.119954,-1.053268,GALAXY,-0.305248
0.730267,1.156892,1.36483,QSO,5.720311
0.197067,0.359956,0.502094,GALAXY,-0.208296
0.680374,1.46034,1.329672,QSO,-0.042946
-0.202692,-0.082641,-0.067414,STAR,-0.367544
0.430367,0.397656,0.357113,GALAXY,-0.268297
0.90673,-0.064254,-0.48602,GALAXY,-0.180858
0.757208,0.234655,0.149774,STAR,-0.367981
1.008192,0.848757,0.509221,GALAXY,0.026838
0.486082,0.381713,0.366802,STAR,-0.367416
-0.665374,-0.214415,0.073593,STAR,-0.368946
0.473654,0.131834,-0.039582,GALAXY,-0.277267
-1.710896,-1.835528,-1.61805,STAR,-0.368203
0.272708,-0.490229,-0.881576,GALAXY,-0.097473
0.500282,0.42392,0.392534,GALAXY,-0.206488
0.60642,0.392034,0.335476,GALAXY,-0.203001
-1.418662,-1.669986,-1.568119,STAR,-0.367886
-0.89531,-0.831535,-0.618515,STAR,-0.368298
-0.167698,-1.193621,-1.359188,STAR,-0.368018
0.90403,0.070613,-0.307831,GALAXY,-0.051255
0.103139,1.238265,1.525732,QSO,5.125799
0.376243,-0.674051,-0.933936,STAR,-0.368298
0.366298,-0.028032,-0.353628,GALAXY,-0.063816
1.027804,1.790082,1.584381,GALAXY,0.498395
-0.341112,-0.535379,-0.670018,GALAXY,-0.187342
-0.698909,-0.886337,-1.065094,GALAXY,-0.109223
0.27542,-0.522795,-0.833933,GALAXY,-0.173551
-0.216132,0.153038,0.394587,STAR,-0.368498
-1.433043,-0.872307,-0.525414,STAR,-0.368827
1.058507,1.330957,1.234688,GALAXY,0.117206
-1.577117,-1.266916,-0.748233,STAR,-0.368444
0.818179,0.551123,0.276413,GALAXY,-0.013575
0.918507,0.583222,0.518326,STAR,-0.368133
-1.544811,-1.35472,-0.81868,STAR,-0.367805
-0.107366,-0.126368,-0.221867,GALAXY,-0.157541
-1.177382,-1.123664,-0.945027,STAR,-0.367633
0.559891,0.550475,0.544492,GALAXY,-0.144462
-0.090333,-0.5479,-0.864044,GALAXY,-0.052399
-0.283359,0.113319,0.385765,STAR,-0.368235
-1.255121,-1.132422,-0.955563,STAR,-0.367108
-1.807234,-1.348544,-1.113923,GALAXY,-0.314595
-0.033991,-0.401649,-0.573547,GALAXY,-0.214834
0.600791,0.268805,0.20525,STAR,-0.367633
0.584988,0.675478,0.615447,STAR,-0.368391
-0.249438,-0.275615,-0.184233,STAR,-0.368096
1.175265,0.178887,-0.229795,GALAXY,-0.157594
0.457947,0.790958,0.852502,GALAXY,-0.241621
-0.303852,0.026908,0.267675,STAR,-0.366449
0.282062,0.610771,0.771434,STAR,-0.369521
0.348337,-0.11575,-0.13305,STAR,-0.368222
-0.167288,-0.178384,-0.181719,GALAXY,-0.18722
0.98571,1.059704,1.395025,STAR,-0.369632
0.99574,0.120759,-0.361151,GALAXY,-0.078619
0.586699,0.596826,0.575121,STAR,-0.367529
-1.000943,-0.752586,-0.658861,STAR,-0.366793
1.117573,0.723573,0.39196,GALAXY,-0.076563
-0.2711,0.079849,0.250906,STAR,-0.369052
0.936215,0.040449,-0.426664,GALAXY,-0.084279
0.807041,0.474267,0.5914,GALAXY,-0.220679
1.091837,0.447069,0.157504,GALAXY,-0.234203
0.651588,0.677625,0.645097,GALAXY,-0.255828
-0.832254,-0.989031,-0.879589,STAR,-0.368121
1.127325,2.103585,2.147364,QSO,3.992492
-0.219327,-0.161729,-0.191059,GALAXY,-0.225822
0.035237,0.182734,0.256734,GALAXY,-0.294811
0.654083,0.461928,0.386838,GALAXY,-0.24361
0.506418,0.511436,0.547759,STAR,-0.368661
0.522474,0.682663,0.801668,GALAXY,-0.152757
-0.421671,-0.134637,-0.030647,GALAXY,-0.278763
0.168281,0.295749,0.322662,GALAXY,-0.109222
-0.836377,-0.875177,-0.742951,STAR,-0.368044
0.192426,1.282756,1.493531,QSO,3.398549
0.430584,0.546276,0.364636,GALAXY,-0.076724
0.496159,0.531322,0.432682,GALAXY,-0.114233
-2.403816,-2.444761,-2.187595,STAR,-0.368093
0.749385,0.896586,0.985807,GALAXY,-0.24894
-0.154233,0.01849,0.050308,GALAXY,-0.241951
1.044813,0.714634,0.296778,GALAXY,-0.009854
0.626491,-0.136709,-0.506235,GALAXY,-0.249748
-0.225969,0.77831,1.2925,QSO,0.883955
0.90837,1.01028,1.105036,STAR,-0.365751
1.046368,1.275401,1.361581,STAR,-0.367551
-0.28841,-0.921688,-0.767083,GALAXY,-0.271482
-1.20935,-1.167401,-1.025662,STAR,-0.36682
-1.298058,-1.227697,-1.031386,GALAXY,-0.30813
0.929537,0.974472,1.078447,STAR,-0.367799
0.535227,0.629265,0.447606,STAR,-0.369088
-2.466486,-1.833338,-1.412433,STAR,-0.368113
-1.187532,-1.154646,-0.937193,STAR,-0.368402
-0.168723,-0.184177,-0.242101,GALAXY,-0.123253
0.910552,1.388681,1.538339,QSO,6.483458
-0.548205,-0.518352,-0.573641,GALAXY,-0.173543
0.397627,0.036527,-0.071002,STAR,-0.368192
1.062051,0.670291,0.329102,GALAXY,-0.088262
0.658724,-0.166246,-0.478996,GALAXY,-0.199483
-0.126171,1.009451,0.995656,QSO,2.660734
0.302663,0.108461,-0.039902,GALAXY,-0.123258
1.180702,0.906109,0.716777,GALAXY,-0.221655
-1.104224,-0.646055,-0.32878,STAR,-0.36613
-0.516936,0.4591,0.667374,QSO,1.980422
0.401496,0.426534,0.247168,GALAXY,-0.061496
0.950632,0.735721,0.56096,STAR,-0.368049
-3.00616,-2.863912,-2.537543,STAR,-0.368406
0.55396,0.331206,0.024095,GALAXY,-0.012762
0.961529,0.027843,-0.360548,GALAXY,-0.16822
1.104904,1.369263,1.406079,STAR,-0.364726
1.114596,2.083422,2.228592,QSO,4.698408
-1.502741,-1.585903,-1.392246,STAR,-0.368419
0.63335,-0.172039,-0.561014,GALAXY,-0.132532
-0.116997,-0.776171,-1.021679,GALAXY,-0.206741
-0.961597,-1.057766,-1.154542,GALAXY,-0.28392
0.330279,-0.172804,-0.259576,GALAXY,-0.11379
0.687185,0.623058,0.41371,GALAXY,-0.168301
0.100825,-0.665027,-0.947871,GALAXY,-0.184469
0.671369,0.670121,0.633666,GALAXY,-0.127635
0.278639,0.265096,0.025432,GALAXY,-0.039609
0.656964,0.714942,0.695112,GALAXY,-0.31491
0.834031,0.056987,-0.480229,GALAXY,-0.060919
-1.660979,-1.278672,-0.998168,STAR,-0.367665
0.888974,1.03378,1.051791,STAR,-0.368833
1.086569,1.120085,0.960122,GALAXY,-0.097979
0.58911,0.717642,0.820066,GALAXY,-0.3432
-0.363292,0.500286,0.807016,STAR,-0.36913
-1.283159,-1.194334,-1.163279,GALAXY,-0.250888
0.530623,0.243913,-0.006571,GALAXY,-0.100398
-0.790389,-0.716215,-0.716945,GALAXY,-0.154613
-0.610237,-0.711357,-0.632751,STAR,-0.368255
-2.338843,-1.757651,-1.330301,STAR,-0.366041
-1.096992,-1.256649,-1.133658,STAR,-0.368551
1.072442,0.514784,0.255595,GALAXY,-0.309695
-0.096107,0.911827,1.49725,STAR,-0.367941
-2.377513,-2.282558,-2.110717,GALAXY,-0.267246
-0.37848,0.01933,0.287523,STAR,-0.370464
0.578382,0.582573,0.489919,GALAXY,-0.167363
-0.008797,0.295749,0.473969,GALAXY,-0.253631
0.714271,1.123125,1.414064,GALAXY,-0.173164
-1.901282,-1.340573,-0.948002,STAR,-0.368417
1.165381,0.357948,-0.063978,GALAXY,-0.126076
-2.750571,-1.007875,-0.183433,STAR,-0.368375
0.468543,0.844474,0.95193,STAR,-0.366322
-0.758723,-0.944412,-0.988169,STAR,-0.368254
0.303808,-0.181881,-0.318103,STAR,-0.367544
0.765104,1.767677,1.265458,QSO,0.528966
1.041257,1.33269,1.432349,GALAXY,-0.133256
-0.332409,0.601854,1.006051,STAR,-0.367878
0.796156,0.835992,1.013677,STAR,-0.369608
-0.435389,-0.660064,-0.787882,GALAXY,-0.194093
0.749867,0.406127,0.244409,STAR,-0.368274
0.553984,1.551555,2.114372,STAR,-0.367708
-0.122193,-0.981803,-1.282885,GALAXY,-0.194124
0.234978,0.484875,0.555734,GALAXY,-0.150208
-0.036414,1.094002,1.22661,QSO,2.351021
0.973921,1.073765,1.036519,STAR,-0.367302
0.447845,0.49815,0.480042,GALAXY,-0.265037
0.642571,0.089766,-0.048423,STAR,-0.36782
1.0783,0.012113,-0.533973,GALAXY,-0.01793
-0.008737,-0.078188,-0.260913,GALAXY,-0.104554
1.146407,2.171874,2.39632,QSO,5.143446
-0.444333,-0.385558,-0.471849,GALAXY,-0.148229
-0.43821,-1.061231,-1.131257,STAR,-0.367639
1.121057,1.348803,1.463655,STAR,-0.369882
-1.086625,-1.208725,-1.087305,STAR,-0.368224
1.001562,-0.326409,-0.696504,STAR,-0.367624
0.448725,-0.3763,-0.798022,GALAXY,-0.08405
0.547631,-0.283034,-0.649859,GALAXY,-0.156772
0.472641,0.282091,0.03433,GALAXY,-0.053471
0.63699,0.437896,0.364476,STAR,-0.368106
0.738211,0.476244,0.402119,GALAXY,-0.220627
-0.829867,-0.534635,-0.2803,GALAXY,-0.154535
-0.73952,-0.298966,-0.044554,GALAXY,-0.283492
-1.759173,-0.106896,0.806724,STAR,-0.367758
0.825159,0.676807,0.323556,GALAXY,-0.004255
0.373241,-0.456451,-0.759711,GALAXY,-0.223359
-0.071649,-0.195762,-0.176333,STAR,-0.367932
0.237123,0.313562,0.336258,GALAXY,-0.127787
0.213883,-0.053838,-0.317359,GALAXY,-0.114824
-1.239932,-0.778435,-0.460334,STAR,-0.367634
1.063196,0.308652,-0.044412,GALAXY,-0.182924
0.365333,-0.394688,-0.731257,GALAXY,-0.186236
-0.652548,-0.303887,-0.061511,STAR,-0.36759
-0.730696,-0.37681,-0.217941,STAR,-0.36929
0.592534,0.553344,0.479826,GALAXY,-0.133148
0.0687,-0.796142,-1.053871,GALAXY,-0.216151
-0.654127,-0.587768,-0.532608,STAR,-0.368598
0.487348,0.333257,0.184093,GALAXY,-0.15131
0.7527,0.868771,0.735138,GALAXY,-0.216462
0.973572,0.798196,0.588001,GALAXY,-0.037989
0.717706,0.858025,0.775059,GALAXY,-0.014131
-0.05235,-0.000982,-0.006035,GALAXY,-0.181864
1.175567,0.387538,0.006121,GALAXY,-0.367953
0.183421,0.486395,0.638082,STAR,-0.367291
-2.298991,-1.645732,-1.202862,STAR,-0.368684
0.385476,1.543944,1.56556,QSO,2.815676
1.165622,1.282916,0.792252,GALAXY,0.209942
1.064401,1.055495,1.110074,GALAXY,-0.159249
-1.132962,-1.162246,-1.003535,STAR,-0.367946
0.876848,0.129453,-0.239681,GALAXY,-0.090101
1.093127,0.990022,0.941131,GALAXY,-0.169939
0.904717,0.05619,-0.350775,GALAXY,-0.089584
0.207325,0.103955,-0.089729,GALAXY,-0.002734
0.34648,0.524031,0.624015,GALAXY,-0.290042
-0.524663,-0.128419,0.014124,STAR,-0.369006
-1.038588,-1.409351,-1.501692,GALAXY,-0.243292
0.64104,0.442424,0.24794,GALAXY,-0.104149
-0.062982,-0.065051,0.03545,STAR,-0.367654
-0.208261,-0.130895,0.255821,STAR,-0.368955
-0.213058,0.189473,0.414868,STAR,-0.368248
1.043583,0.883481,0.676573,GALAXY,-0.097554
-1.445314,-0.632217,0.234495,GALAXY,-0.300202
-0.015066,0.321343,0.549096,STAR,-0.369256
-0.260384,-0.105079,-0.040373,STAR,-0.36797
0.556383,0.812843,0.968549,STAR,-0.368634
0.802243,0.343291,-0.044836,GALAXY,-0.010289
0.585458,1.60728,1.878268,QSO,0.67057
0.045122,0.339114,0.434942,STAR,-0.36884
-1.182554,-0.705533,-0.377299,STAR,-0.368408
1.179713,1.174822,0.793326,GALAXY,0.024954
-0.763472,-1.013253,-0.914182,STAR,-0.367482
1.024622,0.932649,0.918637,STAR,-0.367145
-0.376648,-0.453507,-0.4509,GALAXY,-0.207913
0.144208,0.065341,0.141799,GALAXY,-0.190811
1.126252,0.763175,0.462803,GALAXY,0.104967
0.88138,0.919225,0.808842,GALAXY,-0.173738
0.440974,0.43339,0.43046,GALAXY,-0.158168
0.903138,0.831113,0.725195,GALAXY,-0.118878
0.564507,0.812407,0.915492,STAR,-0.369374
1.08182,0.718567,0.524578,GALAXY,-0.203998
0.509793,1.859254,2.058726,QSO,4.84965
0.774422,-0.190256,-0.608233,GALAXY,-0.179193
-3.372009,-3.480076,-3.458909,GALAXY,-0.320306
1.132762,0.718556,0.417514,GALAXY,-0.264338
-0.815499,-1.48829,-1.694796,GALAXY,-0.297921
-1.460262,-1.02757,-0.650264,STAR,-0.368218
0.849882,1.135677,1.244198,STAR,-0.366301
0.484635,0.580564,0.624279,GALAXY,-0.174809
0.922907,1.88117,2.043172,QSO,4.831343
-0.048179,0.135873,0.273682,GALAXY,-0.25619
-0.262228,0.135554,0.283286,STAR,-0.364552
0.13571,0.254116,0.370003,GALAXY,-0.274153
0.477137,0.004513,-0.294498,GALAXY,-0.177205
-0.395332,0.031181,0.325543,STAR,-0.367969
1.046898,0.991988,0.656923,STAR,-0.356152
-0.911512,-0.493322,-0.288567,STAR,-0.368092
-0.42982,-0.295108,-0.159997,STAR,-0.367161
-1.439685,-0.667387,-0.116893,GALAXY,-0.265504
0.513747,0.491018,0.476596,STAR,-0.368539
0.067169,1.067643,1.352467,QSO,5.249279
0.574067,0.83529,0.988576,STAR,-0.369559
-0.29005,-0.516088,-0.523748,GALAXY,-0.24606
-0.280695,-0.231921,-0.204335,GALAXY,1.533295
-0.737061,-0.5386,-0.457406,GALAXY,-0.270468
0.344913,-0.238755,-0.474787,GALAXY,-0.23582
0.880078,0.797399,0.392177,GALAXY,0.074912
0.543219,0.915547,1.026417,STAR,-0.369039
0.21287,-0.536771,-0.802579,GALAXY,-0.182648
0.518785,1.45697,1.533189,QSO,0.653182
0.033923,0.116784,0.233064,GALAXY,-0.247425
0.915783,1.036714,1.127549,STAR,-0.368112
1.17465,0.832888,0.513863,GALAXY,-0.216353
-2.007192,-1.854117,-0.56141,STAR,-0.368643
-1.85116,-1.695368,-1.447148,STAR,-0.368244
-1.342057,-0.98327,-0.755492,STAR,-0.369231
0.958805,2.134982,2.342379,QSO,4.577398
1.063063,0.628787,0.403362,GALAXY,-0.077278
0.374471,0.202366,-0.040919,GALAXY,-0.099307
0.400749,0.526369,0.626821,GALAXY,-0.133559
-1.700252,-1.6709,-1.56037,STAR,-0.365577
1.102662,0.853285,0.572447,GALAXY,-0.169867
0.748011,0.410602,0.156317,GALAXY,-0.090551
-0.436124,-0.285319,-0.174865,STAR,-0.367767
-0.369162,-0.280355,-0.203262,STAR,-0.367505
-1.539844,-1.849908,-1.883059,GALAXY,-0.223706
-0.089224,-0.767711,-1.01828,GALAXY,-0.226614
0.453981,-0.294375,-0.693312,GALAXY,-0.098302
-0.857713,-0.522678,-0.410724,STAR,-0.367841
-4.057733,-1.720749,-0.494776,STAR,-0.368655
0.816516,1.931698,2.212868,QSO,4.019131
0.762295,0.221954,0.031562,STAR,-0.368842
1.045669,0.883587,0.771651,STAR,-0.366458
0.382752,1.384249,1.750697,QSO,0.949902
0.381004,0.439055,0.279548,GALAXY,-0.132476
-0.430205,-0.339366,-0.18782,STAR,-0.368077
0.441637,1.329193,1.826549,QSO,1.037178
-0.573749,-0.247343,-0.010978,STAR,-0.369656
-0.453808,-1.071009,-1.248527,GALAXY,-0.221898
-0.900711,-0.417295,-0.170788,GALAXY,-0.283848
-0.744077,-1.355655,-1.453645,STAR,-0.367865
0.815154,0.881536,1.296473,STAR,-0.366505
0.069351,-0.023971,-0.090257,STAR,-0.367267
0.078597,-0.051415,-0.246856,GALAXY,-0.101008
1.0083,1.968378,2.467558,STAR,-0.367857
0.84858,-0.029296,-0.428255,GALAXY,-0.117629
0.742598,-0.176769,-0.585344,GALAXY,-0.119803
-1.097811,-1.18041,-1.107473,GALAXY,-0.283676
-1.031127,-1.59059,-1.752767,GALAXY,-0.175999
0.174501,0.452128,0.610118,STAR,-0.368439
-1.237401,-0.751597,-0.386516,STAR,-0.369876
0.56898,-0.230582,-0.628326,GALAXY,-0.179165
0.646007,0.404618,0.291525,STAR,-0.367065
0.20043,0.456262,0.483507,STAR,-0.365387
0.581781,1.688717,1.87002,QSO,0.545603
0.519087,0.884937,0.793213,GALAXY,-0.011287
0.622236,0.550921,0.411883,GALAXY,-0.147601
0.213617,-0.132384,-0.306691,GALAXY,-0.166514
0.872339,1.058099,1.431802,STAR,-0.367258
-0.11707,0.059123,0.413766,STAR,-0.368764
-0.210262,-0.486997,-0.487357,STAR,-0.367704
-0.395139,-0.518915,-0.507807,GALAXY,-0.260608
0.378244,0.619667,0.772536,STAR,-0.366919
0.83737,1.090473,1.27043,STAR,-0.368685
-0.447395,-0.605103,-0.50777,STAR,-0.367733
-0.021587,1.298689,1.552528,QSO,0.546206
-0.193796,0.223049,0.411036,STAR,-0.366901
-0.425034,-1.571916,-1.802613,STAR,-0.368231
-1.093195,-1.085528,-0.947786,STAR,-0.369132
-0.127858,-0.895382,-1.172987,GALAXY,-0.206363
-0.193735,-0.697763,-1.119817,GALAXY,-0.041224
-2.453082,-2.216841,-2.098939,GALAXY,-0.352593
-1.162194,-1.344654,-1.46033,GALAXY,-0.20534
-1.870833,-1.858942,-1.647661,STAR,-0.366379
1.13733,1.030007,0.803155,GALAXY,-0.119935
-1.197646,-1.052292,-0.873497,GALAXY,-0.235401
-3.040623,-2.337401,-1.836113,STAR,-0.367459
0.652625,0.25452,-0.090944,GALAXY,-0.042262
-0.140298,-0.453698,-0.520368,STAR,-0.367059
1.13076,0.32671,-0.077611,GALAXY,-0.178643
0.216221,0.081762,0.060345,STAR,-0.36822
0.828136,0.895927,0.71608,GALAXY,-0.026775
0.425834,1.607312,1.628116,QSO,0.369316
0.500499,0.520566,0.28564,GALAXY,-0.253233
-1.172199,-1.013923,-0.344128,STAR,-0.37026
-0.039982,-0.145127,-0.374041,GALAXY,-0.154645
-0.90047,-0.759697,-0.61763,GALAXY,-0.27993
-0.472589,-0.464082,0.200006,STAR,-0.368097
0.469025,0.004258,-0.140724,STAR,-0.366665
0.550307,0.54025,0.487688,GALAXY,-0.134055
0.142123,0.476893,0.658166,STAR,-0.368689
-1.199827,-0.739332,-0.409669,STAR,-0.368488
0.380474,-0.393752,-0.515509,STAR,-0.368164
-0.212492,-0.4402,-0.415921,STAR,-0.368159
0.03244,-0.162516,-0.261026,GALAXY,-0.1162
0.247731,-0.132511,-0.444902,GALAXY,-0.181143
-1.395168,-1.017313,-0.781112,GALAXY,-0.335954
0.873714,1.196473,1.306811,STAR,-0.368289
0.545148,0.392863,0.191277,GALAXY,-0.118871
-0.746885,-0.045186,0.163558,GALAXY,1.598852
-0.750393,-0.304695,-0.018557,STAR,-0.369277
0.591027,0.847014,1.110252,STAR,-0.367414
